name,c1,c2,root_1_real,root_1_imag,root_2_real,root_2_imag,spectral_radius,regime,jury_margin_1,jury_margin_2,jury_margin_3,rho_bar,lyapunov_condition,max_state_amplification,max_covariance_amplification,peak_amplification_step,small_gain_condition_satisfied,small_gain_asymptotic_bound,recommended_matrix_slew
near_repeated_root,1.8,-0.81,0.9000000100237311,0.0,0.899999989976269,0.0,0.9000000100237311,critical,0.010000000000000009,3.61,0.18999999999999995,0.9250000075177983,5104.956517193133,7.033650358502272,49.47223736565914,9,True,0.05744642123346891,0.01874999812055042
underdamped_same_radius,0.4,-0.81,0.19999999999999998,0.8774964387392122,0.19999999999999998,-0.8774964387392122,0.9000000000000001,underdamped,1.4100000000000001,2.21,0.18999999999999995,0.925,1.6258544398773263,1.1482519139555734,1.3184824579026375,1,True,0.001025197968440522,0.01874999999999999
separated_overdamped,1.2,-0.27,0.8999999999999999,0.0,0.30000000000000004,0.0,0.8999999999999999,overdamped,0.07000000000000006,2.47,0.73,0.9249999999999999,85.16468531590934,1.727713988347491,2.984995625531594,2,True,0.0074198765432556555,0.018750000000000017
fast_underdamped,0.5,-0.1,0.25,0.19364916731037085,0.25,-0.19364916731037085,0.31622776601683794,underdamped,0.6,1.6,0.9,0.48717082451262844,10.965642520620225,1.118933805729079,1.2520128616033603,1,True,0.0004458865023707522,0.12820729387184288
