mode,step,c1_estimate,c2_estimate,contrast_estimate,contrast_standard_error
white,22,1.7855357825883502,-0.7955606073726478,2.581096389960998,3.2909624818015177
white,23,1.7881232491419319,-0.7983432433704893,2.5864664925124212,3.2038511095959006
white,24,1.7871068375971886,-0.7971771693098556,2.584284006907044,3.1079453098931182
white,25,1.7882359798134022,-0.7983460384751718,2.586582018288574,3.022941585447432
white,26,1.7931317386243641,-0.8031166764774391,2.5962484151018033,2.9477782368466987
white,27,1.7940045227601353,-0.8042555696358643,2.5982600923959995,2.8572885421990155
white,28,1.793632843787741,-0.8033917518684064,2.5970245956561473,2.774701844943002
white,29,1.7935300002203511,-0.8034219668117148,2.5969519670320658,2.7028431473761265
white,30,1.793120122461613,-0.8029969264012773,2.59611704886289,2.636842121185708
white,31,1.794305125058668,-0.8038311629656415,2.5981362880243095,2.580773389036001
white,32,1.795272909579411,-0.8047290309181492,2.6000019404975605,2.524776269217447
white,33,1.7945472098889768,-0.8039990156150316,2.598546225504008,2.4654796444110123
white,34,1.7967405665185268,-0.8065386173671079,2.6032791838856344,2.4140630722383416
white,35,1.7998323945423316,-0.8095505612272179,2.6093829557695494,2.352571093371054
white,36,1.7976933542992592,-0.8075745074499053,2.6052678617491645,2.292539171134274
white,37,1.7968852552171437,-0.8068220065734762,2.60370726179062,2.2442457594103122
white,38,1.7959001056049857,-0.8055481951891277,2.6014483007941136,2.201551802742943
white,39,1.795759077190736,-0.8054882199045316,2.6012472970952674,2.165924251126232
white,40,1.7956236843902238,-0.8054510997717201,2.601074784161944,2.1282153947842413
white,41,1.795701648978753,-0.8054444270024526,2.6011460759812053,2.0928674700917416
white,42,1.796426543930709,-0.8062695674240405,2.6026961113547493,2.0546884847710833
white,43,1.7974687685046973,-0.8071906142251184,2.6046593827298157,2.018498002491591
white,44,1.7975013621479445,-0.807184813707206,2.6046861758551505,1.9850462959979362
white,45,1.7993161055088727,-0.8089982145622122,2.6083143200710848,1.9538135694557894
white,46,1.799377720960789,-0.8091310521690512,2.60850877312984,1.9245867633223235
white,47,1.7994892231247916,-0.8092754925680339,2.6087647156928258,1.8982792298940583
white,48,1.8002799958115536,-0.809952305397534,2.610232301209088,1.8744179323475887
white,49,1.8007148650493396,-0.8104995436260536,2.6112144086753935,1.8483775098425677
white,50,1.8005820363228673,-0.8103440135588358,2.6109260498817033,1.8202417378642854
white,51,1.8014880963648536,-0.8113880760742823,2.612876172439136,1.794571626498133
white,52,1.8009031067008283,-0.8106045764372154,2.6115076831380435,1.765076219053088
white,53,1.7999164237980547,-0.8094821203748808,2.6093985441729357,1.739642625766299
white,54,1.8005281755925742,-0.8101810881760793,2.6107092637686535,1.715535947089274
white,55,1.8008130542672316,-0.8104323972988636,2.611245451566095,1.6918275108303387
white,56,1.8002562597791956,-0.8098892316792756,2.6101454914584714,1.669538412806179
white,57,1.8000551213288503,-0.8098221613836031,2.6098772827124535,1.6466476450697933
white,58,1.7998868616632544,-0.8096689348039559,2.6095557964672103,1.6255903104779028
white,59,1.7998553028720774,-0.8096058542174457,2.609461157089523,1.6044123701360216
white,60,1.8001294544466826,-0.8099672908312486,2.6100967452779313,1.5850531527017084
white,61,1.8014558144172088,-0.8113843473123239,2.6128401617295327,1.5678198746500558
white,62,1.8018005668571229,-0.8117560198777585,2.613556586734881,1.5486395084639601
white,63,1.800203142675333,-0.8101363058048584,2.6103394484801914,1.5292038851597562
white,64,1.80101964587401,-0.810930227168313,2.611949873042323,1.5128841489513047
white,65,1.8005472452749196,-0.810515270059812,2.6110625153347318,1.4955281114102836
white,66,1.801533952524893,-0.8115075099530109,2.613041462477904,1.4778264610001246
white,67,1.8015348825619315,-0.8113123965675907,2.612847279129522,1.4595852411860468
white,68,1.802062534816144,-0.8118707094938552,2.613933244309999,1.442987582026582
white,69,1.8022298368212353,-0.812076210570345,2.6143060473915805,1.4258605054036169
white,70,1.8021100894540858,-0.811946868731328,2.614056958185414,1.4092633610521763
white,71,1.801469670396288,-0.8112973909397075,2.6127670613359957,1.3932558266758894
white,72,1.8007918729626684,-0.8106444670260878,2.611436339988756,1.3798869471082038
white,73,1.8020811064306188,-0.8119080356817717,2.6139891421123904,1.3680155325851244
white,74,1.8010114726799296,-0.8108235478132343,2.6118350204931637,1.353613573384597
white,75,1.801221782506874,-0.81107036443319,2.6122921469400637,1.3424178297990246
white,76,1.8012888170112324,-0.8112116540553668,2.6125004710665993,1.3303540474218345
white,77,1.8002629729633857,-0.8101612271525322,2.6104242001159177,1.3173414872124554
white,78,1.7999908299263054,-0.8098207127973691,2.6098115427236745,1.3041524454121733
white,79,1.7993757014015033,-0.8091342267244891,2.6085099281259922,1.2922088860646934
white,80,1.7993869391085786,-0.8092187041640692,2.608605643272648,1.280023506492686
white,81,1.800198752183719,-0.8100539550780158,2.610252707261735,1.266941995532806
white,82,1.8002041742240271,-0.8100922768917378,2.610296451115765,1.2527667101345812
white,83,1.800152755873868,-0.8100091260930112,2.6101618819668793,1.2400772052853077
white,84,1.7995999283407962,-0.8094694959956383,2.6090694243364343,1.2275912413708208
white,85,1.7998465859660453,-0.8097266934581767,2.609573279424222,1.2158931293547313
white,86,1.7995450139839049,-0.8094337736960282,2.6089787876799333,1.2057013614560308
white,87,1.7993495642280686,-0.8091127188313861,2.608462283059455,1.1960069130673046
white,88,1.7990622158923222,-0.8087504327947019,2.607812648687024,1.186923584794228
white,89,1.7995089359330354,-0.8091807207451583,2.6086896566781936,1.1788707919989185
white,90,1.7998335118349247,-0.8095442055316059,2.6093777173665305,1.169770626829809
white,91,1.799063611494322,-0.8087536547215864,2.6078172662159083,1.1614559775367341
white,92,1.7988351237109814,-0.8084984328831784,2.6073335565941598,1.154760533241118
white,93,1.7990939262349135,-0.8087832585795923,2.6078771848145057,1.14823241439081
white,94,1.7991015904113468,-0.8087682800406281,2.607869870451975,1.1414245575427684
white,95,1.7985350309735781,-0.8082481807299234,2.6067832117035015,1.134011281696373
white,96,1.7987077300999614,-0.8084283856177865,2.607136115717748,1.1262743265287036
white,97,1.7982931685217507,-0.8079965778507604,2.606289746372511,1.1179960273211047
white,98,1.798509988995491,-0.8081617675588106,2.6066717565543014,1.109645444266218
white,99,1.7985497610802252,-0.8082478717862207,2.6067976328664457,1.1006296744732524
white,100,1.798536409104395,-0.8082001024877937,2.6067365115921888,1.091559053253164
white,101,1.798913152908252,-0.8084905215798661,2.6074036744881184,1.0822921163277583
white,102,1.7992344499193174,-0.8088369637212693,2.6080714136405865,1.0736597464551054
white,103,1.7992466216892375,-0.8088943489375362,2.6081409706267737,1.0651209458775894
white,104,1.8000359100059562,-0.8096380043188992,2.6096739143248553,1.0567125168650766
white,105,1.8003305146423287,-0.8099118229589638,2.6102423376012927,1.0479596946130778
white,106,1.8001797679498932,-0.8097591103840095,2.6099388783339026,1.0390820193686519
white,107,1.8003073301681893,-0.8099962945775745,2.6103036247457636,1.0297601680814583
white,108,1.7997100034794604,-0.8094254821231528,2.6091354856026134,1.0210121620327965
white,109,1.7996919106843383,-0.8093830179738679,2.609074928658206,1.0129418280564682
white,110,1.7992673012268277,-0.8089855403732722,2.6082528416001,1.0057027654383617
white,111,1.7983374578838833,-0.8081209441460384,2.6064584020299217,0.9992152153044378
white,112,1.7977804609956196,-0.8075686971997075,2.605349158195327,0.9928494846292483
white,113,1.7977900713942707,-0.8075948434898915,2.605384914884162,0.9864950805114678
white,114,1.7978201131094913,-0.8076407646215416,2.6054608777310326,0.9800380947585022
white,115,1.7980912263510869,-0.8080253794300899,2.606116605781177,0.973305126435458
white,116,1.7984332645611507,-0.8083877468144491,2.6068210113756,0.9663870132427578
white,117,1.7981089070924052,-0.8080679818572015,2.606176888949607,0.9589544035965973
white,118,1.7982234300349211,-0.8081564643842466,2.6063798944191676,0.9506542570048662
white,119,1.797590090785256,-0.8075417462771886,2.6051318370624443,0.9424887355554923
white,120,1.7975315106784693,-0.8074834569261395,2.6050149676046086,0.9358086182996188
white,121,1.7969174747989047,-0.8068000719685426,2.6037175467674474,0.9286633878344605
white,122,1.7968139103144225,-0.8067272871347083,2.6035411974491307,0.9225697054526827
white,123,1.7969428762207684,-0.8068776748194562,2.603820551040225,0.9165228663274465
white,124,1.7957410158584126,-0.805734458848593,2.6014754747070055,0.9105884615978583
white,125,1.7957112627489737,-0.8057353230779201,2.601446585826894,0.9049056021049183
white,126,1.795625494130083,-0.8056946296284934,2.6013201237585766,0.8994480514488363
white,127,1.7958140735184736,-0.8058330542577683,2.601647127776242,0.893660146084012
white,128,1.7955817409038533,-0.8055500496015833,2.6011317905054367,0.8880671399001417
white,129,1.7953310626284509,-0.8052706606144431,2.600601723242894,0.8824721093497752
