step,step_size,momentum,progress_signal,true_curvature,observed_curvature,plant_prediction,funnel_lower,funnel_upper,static_prediction,gamma_p_estimate,gamma_r_estimate,true_edge_utilization,predicted_edge_utilization,upper_edge_utilization
81,0.2361344537815126,0.85,0.8043912894579093,10.824481758902275,10.842325629830347,10.812086984444074,10.693178418485287,10.956610334088145,10.869892625682136,0.02863462654394087,0.08,0.7086194882193397,0.7091961817527508,0.7186758879268834
82,0.23781512605042016,0.85,0.8018186846682898,10.856590573568285,10.860556518393281,10.865285408421776,10.746935247786142,11.008782914703412,10.896723858869859,0.028580261858444523,0.08,0.7150626372010606,0.717758116382671,0.7272375268116399
83,0.23949579831932774,0.85,0.8003596842791904,10.885069762297054,10.858278414683829,10.883431007750922,10.765932599863504,11.025972625279456,10.921931735943952,0.02829282928617948,0.08,0.7222521740118958,0.7240377771262868,0.7335205878162103
84,0.2411764705882353,0.85,0.8000224865874637,10.909808801509811,10.921049995530893,10.880913314321953,10.76442095966848,11.022568381909135,10.945203565423522,0.02874941053305694,0.08,0.7292285298270903,0.728950074979085,0.7384400386573113
85,0.24285714285714285,0.85,0.8008089863470761,10.923757925694488,10.931047702528852,10.944072781837946,10.827959004029971,11.084909680653809,10.972802019889087,0.02860170434790172,0.08,0.7359791651812174,0.7382906241716074,0.7477915260758521
86,0.2445378151260504,0.85,0.802714764122261,10.941664024074203,10.959673145598625,10.954006712887972,10.838723174542354,11.094092518845867,10.998017976368974,0.0286658508183387,0.08,0.742019971143113,0.744074685679365,0.7535903181568971
87,0.24621848739495797,0.85,0.8057291111208532,10.97752546461833,10.967899368932503,10.982770056098008,10.868115081126554,11.122170189064267,11.02409870697233,0.02849757530687028,0.08,0.7483444348864943,0.7511558418386359,0.7606899779168603
88,0.24789915966386555,0.85,0.8098350893682678,11.01775591819038,11.014334472848601,10.990977705377922,10.87710776797486,11.129755577971995,11.045993676479291,0.028762111620430048,0.08,0.755922038296547,0.7568483714020745,0.766404737512077
89,0.2495798319327731,0.85,0.8150096268839947,11.065319522441136,11.056471546573581,11.037775870708764,10.924309335405384,11.175992539612635,11.070138049487365,0.02897429964607748,0.08,0.7638360195384087,0.7652239574230866,0.7748062054773465
90,0.25126050420168067,0.85,0.8212236473258042,11.089078860334745,11.092916269863258,11.080265926607643,10.967212872644792,11.217979749435834,11.094975735194804,0.029118337832707824,0.08,0.7722993784336833,0.7733425565022607,0.7829542355465252
91,0.2529411764705882,0.85,0.8284422333731739,11.103265690294801,11.072208858785922,11.1170391306895,11.004424059448896,11.254305431579352,11.121870310344466,0.028605723451112335,0.08,0.7791346258078333,0.7810991546072688,0.7907436822841701
92,0.2546218487394958,0.85,0.8366248229318701,11.117095937976343,11.136528840026248,11.096141117103047,10.982665148318043,11.234829827832836,11.143008349899638,0.02906993697216233,0.08,0.7853150103079656,0.7848111014197533,0.7946203169545633
93,0.25630252100840334,0.85,0.8457254370571828,11.136832250923623,11.13095153199824,11.161114025177255,11.04710196289765,11.300105117433858,11.16817531960062,0.02872116366061315,0.08,0.7914832542210047,0.7946171283097718,0.8045126192384049
94,0.2579831932773109,0.85,0.8556929383150886,11.178993276037756,11.187876956297224,11.15552802892282,11.041641488208922,11.294865855992228,11.192503296513234,0.029097740479486853,0.08,0.7980876519686163,0.7994274287766818,0.8094126558799285
95,0.25966386554621845,0.85,0.8664713181295803,11.211682173248747,11.22697224911771,11.213089313845078,11.098683745847183,11.352814010355749,11.221661659765811,0.029260539890839897,0.08,0.8063279463808743,0.8087872544300021,0.8188654363211778
96,0.261344537815126,0.85,0.8780000115015216,11.22537715794079,11.227622229382217,11.252663003478407,11.137895872006949,11.392810243509755,11.24943622322346,0.028964597958018853,0.08,0.8139199710271615,0.8168950032870643,0.8270690909737473
97,0.26302521008403357,0.85,0.8902142373305866,11.252105759283523,11.249246160248434,11.253406926863,11.139294185021352,11.393376210649048,11.272507838563055,0.02891502123582658,0.08,0.8201547736777466,0.8222027003053498,0.83242921427011
98,0.2647058823529412,0.85,0.903045362427973,11.264274647715832,11.27262268330954,11.275357736079954,11.16091811588757,11.415923538535537,11.295478221880066,0.028882156976216704,0.08,0.8273607175943767,0.8290704217705849,0.8394061425393777
99,0.26638655462184874,0.85,0.9164212871744603,11.270032889799424,11.253165688026154,11.29909090678206,11.184294638948677,11.440274362963734,11.318765530817961,0.028325584723135924,0.08,0.8335142538109054,0.8360905269490927,0.8465375754107152
100,0.2680672268907563,0.85,0.9302668506567515,11.286368303881103,11.278949933502624,11.279516040519557,11.164089310915394,11.422081497166467,11.33726732583747,0.02831866495604965,0.08,0.8392017954822633,0.8399079404588559,0.8505238089626757
101,0.26974789915966385,0.85,0.9445042530055918,11.32290753412052,11.352727781892101,11.305697032993052,11.189873556391863,11.44890697385854,11.35678045382378,0.028898442973438594,0.08,0.8456872608650405,0.847135561995978,0.857866278853546
102,0.27142857142857146,0.85,0.9590534925624942,11.370428575807031,11.384941244619426,11.380442934555395,11.261972291232619,11.525982054757058,11.380303395230149,0.028954359029462116,0.08,0.8537112823344837,0.8580492688752085,0.8690224565094609
103,0.273109243697479,0.85,0.9738328154185817,11.402972221051755,11.36091434144891,11.413137949591729,11.294185753959944,11.559327484676071,11.404870045087012,0.02829996350297583,0.08,0.8626025413485727,0.8658426315633315,0.8769331074976011
104,0.2747899159663866,0.85,0.9887591747995318,11.44421891369816,11.491539951901913,11.38889619000897,11.267958373793954,11.537931776368358,11.426335375179619,0.029596046230715538,0.08,0.8703949384416256,0.8693205075006847,0.8806964731261562
105,0.27647058823529413,0.85,1.0037486977152872,11.477758394426091,11.481971102091826,11.521246944763515,11.39643078022355,11.673071362056582,11.455796522048793,0.029096521329409927,0.08,0.878886093045447,0.8848016444507928,0.8964613627723192
106,0.2781512605042017,0.85,1.0187171562523702,11.514666824723388,11.527782139261898,11.51161222755736,11.386861930413463,11.664057339976868,11.482037650479354,0.029303555916845535,0.08,0.8868202681034165,0.8894359587585168,0.9012145143632921
107,0.27983193277310925,0.85,1.0335804408605538,11.54522607308565,11.538497387496806,11.558069721505213,11.434826171606943,11.708962569283335,11.511623871864396,0.029051426111048138,0.08,0.8950476313335407,0.8984213859153212,0.9101504518140406
108,0.2815126050420168,0.85,1.0482550329744371,11.578918324524967,11.554226118753151,11.568950691132796,11.44554141984185,11.720420095262995,11.540405004159002,0.028860710192738878,0.08,0.9028129632314876,0.9046681796287317,0.9165127758900802
109,0.28319327731092436,0.85,1.0626584743142036,11.586083643286221,11.610580538819208,11.584895197014191,11.461270151098196,11.736912377665435,11.569080812550716,0.029194971001110667,0.08,0.9108532855660395,0.9113234550405653,0.9232818560395077
110,0.2848739495798319,0.85,1.0767098302285136,11.610734782568588,11.623621981144526,11.642015051089341,11.517624571164253,11.794547093030209,11.599314391141434,0.028954654690192684,0.08,0.9168259465625651,0.9212518912976859,0.9333220038602336
111,0.2865546218487395,0.85,1.0903301444759403,11.65991915448731,11.681884200780251,11.655192113976135,11.53066601348957,11.808202255581646,11.628695466321622,0.02930451639053519,0.08,0.92419714305693,0.9277358802207893,0.9399152589060087
112,0.28823529411764703,0.85,1.1034428828894915,11.684174842704323,11.690020415235514,11.714220060827905,11.588928233125296,11.867668007042045,11.66096665361793,0.02898657328649463,0.08,0.9335556185782323,0.9379032401643256,0.9501891051389871
113,0.2899159663865546,0.85,1.1159743634312025,11.701429081144484,11.699546765318972,11.722368687906961,11.599264924576032,11.874010466261016,11.691511190873126,0.028686277427895087,0.08,0.9409524558200258,0.9440282906927873,0.9562403386694794
114,0.29159663865546215,0.85,1.1278541702202773,11.745561201322753,11.746137673649281,11.73190070294412,11.60879127465949,11.883890443542347,11.721384111802742,0.028873730557229835,0.08,0.9478048298686124,0.950273002782822,0.9625840298574215
115,0.2932773109243697,0.85,1.1390155492083063,11.743237205127864,11.702714463801083,11.779025301717617,11.655382182989799,11.931314167103137,11.752773257330109,0.027869220873535824,0.08,0.9568629456726517,0.9595891293882931,0.9719954818671788
116,0.29495798319327726,0.85,1.1493957832782082,11.765801260212818,11.789799610080198,11.734747228756374,11.609758496146128,11.889484736502169,11.775489168421426,0.028593068968188286,0.08,0.9621559894957702,0.9614603821880221,0.9741384553016481
117,0.2966386554621849,0.85,1.158936544659177,11.800640506597235,11.803183422829456,11.822937162631392,11.694690438401835,11.980023330735621,11.804662098981332,0.028333870401885605,0.08,0.9694976295180029,0.9742056065380209,0.9871494481208389
118,0.29831932773109243,0.85,1.1675842226773692,11.817541258629358,11.820177028355786,11.836265602878083,11.708074251151093,11.993493141003844,11.832727812177932,0.028123385420991923,0.08,0.9778775396456625,0.9808296659714564,0.9938585586032598
119,0.3,0.85,1.1752902250006612,11.823147317187981,11.829300296487144,11.853230168335005,11.725067856677423,12.010543981647205,11.86038401413905,0.027811515059057927,0.08,0.9847951048857798,0.9877691806945836,1.000878665137267
120,0.3,0.85,1.1820112506847462,11.870394516666577,11.855677944780583,11.86217382018554,11.734191124808781,12.019518167324996,11.856610563082029,0.027727256379059123,0.08,0.9852622764323318,0.9885144850154616,1.0016265139437497
121,0.3018988868036062,0.85,1.1877095334862975,11.916663136536538,11.903705019665855,11.88860987151941,11.762721977125628,12.043775512975953,11.88703944066455,0.02792196051624658,0.08,0.9954608029170197,0.9969883571816872,1.0100006722999921
122,0.3037672198077162,0.85,1.1923530540759821,11.943463034333961,11.941016183575401,11.935721424224388,11.806658930376233,12.092082005100403,11.919927492350542,0.027989499745342955,0.07846603675634271,1.0055254528807787,1.0071335870655658,1.0203272589934065
