step,step_size,momentum,progress_signal,true_curvature,observed_curvature,plant_prediction,funnel_lower,funnel_upper,static_prediction,gamma_p_estimate,gamma_r_estimate,true_edge_utilization,predicted_edge_utilization,upper_edge_utilization
123,0.3055749368349049,0.85,1.1959157199588846,11.957233440581895,11.984718607814308,11.97065421789302,11.770895041626071,12.129438532396051,11.952114456273222,0.028158569709805115,0.06650005687902791,1.0137841561962837,1.0160921962514298,1.0295701148277179
124,0.307292951041507,0.85,1.198377512091342,11.970125711432745,11.95792672538412,12.012955699848078,11.742766208148163,12.173253160093237,11.982670345762902,0.027595681549344473,0.13734468035090136,1.0206593195135005,1.0254157243714466,1.0390985798167782
125,0.30889361893581957,0.85,1.1997245973703337,11.929590364391958,11.945696825191101,11.978161002594062,11.694016555112293,12.147856723658975,12.007668004768249,0.027314151314358017,0.17882556435334968,1.0270820694781007,1.0277715278575512,1.042332062690236
126,0.31035118517223165,0.85,1.1999494063633318,11.92936360865191,11.932342816150772,11.959273503495032,11.65969301151894,12.135209678815041,12.025828971095464,0.02712665460640398,0.2128992970089075,1.0284340300578552,1.0309929737801526,1.0461601961482734
127,0.31164219696437634,0.85,1.1990506758418458,11.906807643325164,11.935578984432988,11.939614609309295,11.632537706859495,12.12154958294214,12.038055627124216,0.027104718688132936,0.2177474660201422,1.0326925231631006,1.0335799243758645,1.049329539622419
128,0.3127458814492427,0.85,1.1970334558796525,11.86687991601193,11.85276110585654,11.939106685747577,11.621514869180542,12.124654437998386,12.045128895487894,0.026771879386584544,0.3167929874836385,1.034390292127308,1.037196234486298,1.0533154831886882
129,0.31364447993031774,0.85,1.1939090814758304,11.831481047401128,11.838164575080855,11.84748430033316,11.569165254879891,12.0412968241158,12.041226206576908,0.026731603741673965,0.3251744927055689,1.033883716570304,1.0321939032946108,1.0490795222462186
130,0.3143235336216611,0.85,1.1896951088620515,11.809250569293779,11.847251996128515,11.830616458021694,11.55510000077328,12.026415761545328,12.03345938330591,0.02679188684641779,0.31128460390319296,1.0330313696657873,1.0329558805577663,1.0500515274922688
131,0.3147721162951831,0.85,1.184415216852025,11.793394299259806,11.78909577317714,11.838771542815753,11.558773826085961,12.035272403133268,12.024183738453715,0.0266601813141237,0.3513001194365346,1.032561887099083,1.035143103574251,1.0523244901453535
132,0.3149830100877451,0.85,1.1780990737874246,11.785071567209927,11.77189202461248,11.780679014718887,11.527967480745685,11.979017823885448,12.005581026530786,0.02662910871697112,0.3569720684270822,1.031866343203474,1.0307538158149128,1.04810752557283
133,0.3149528216392791,0.85,1.1707821708279456,11.757915108827905,11.767545216349358,11.764662068019383,11.52357818448152,11.961317723886477,11.985805213983493,0.02663972833418036,0.35532517830904653,1.0310393175871133,1.0292537538764728,1.0464585465727683
134,0.31468203669322165,0.85,1.1625056225222536,11.742595082564188,11.760162624360822,11.761903086618222,11.529549655047104,11.956444321789085,11.963551318697842,0.02663317739847391,0.35622141733817325,1.0277790760311023,1.0281276718570311,1.0451328474415817
135,0.31417501228072003,0.85,1.1533159357804426,11.741428707489439,11.7435242860298,11.757127384803383,11.537341327678924,11.94844065776107,11.941473546767675,0.026576187937665405,0.3622959493519043,1.0247860984089239,1.0260543445851644,1.0427504139965387
136,0.31343990661437005,0.85,1.1432647485461698,11.740563951460642,11.73901036576264,11.744602091452203,11.543324053063671,11.931045163699956,11.918634434883717,0.026547427247162334,0.3642882089439995,1.022286754887437,1.0225630507688093,1.038796022756096
137,0.31248854781952157,0.85,1.1324085396369048,11.748269185335833,11.741119117628099,11.744189718654622,11.56072423874667,11.923296072967497,11.895038342257967,0.026528899833281258,0.365147185671382,1.0191088277150444,1.0194235529164828,1.0349704097399492
138,0.31133624361531387,0.85,1.1208083113827318,11.731941322849393,11.733341724579748,11.75061065817806,11.58296384266018,11.92451722352194,11.872061779874949,0.026408047878980677,0.36869348791903234,1.0160172214288894,1.0162197173620078,1.031259555360398
139,0.31000153500774436,0.85,1.108529246846995,11.741946652334025,11.71716208171427,11.748843661592309,11.603100534911686,11.91565167554306,11.849521400457238,0.026138662889804574,0.37199082604688405,1.0102555051955828,1.0117109915721176,1.0260750861210972
140,0.30850589795794153,0.85,1.0956403435549067,11.772559687239651,11.765715260483372,11.740290128454143,11.621830406857235,11.898114785541557,11.826924007610824,0.026404621421536847,0.37253866635989985,1.0062388321534872,1.0060968745459729,1.0196218294222663
141,0.30687339782591116,0.85,1.082214025788241,11.776591001200554,11.77524522263415,11.790347382958027,11.670606088805009,11.945758920764149,11.808101075143306,0.02624368831154918,0.3718752585404845,1.003523720092105,1.0050399897100468,1.018287674895579
142,0.305130302149885,0.85,1.068325737624674,11.798406933031806,11.767779082861551,11.803282030307576,11.680136050955786,11.9538720955023,11.791579477364621,0.025837485082026167,0.36825190100197014,0.9981652140255394,1.000427503407794,1.01319127898936
143,0.3033046579917981,0.85,1.05405351900853,11.831666671400145,11.812756607765426,11.795013174934592,11.672669911183188,11.944662995723991,11.776621739443726,0.02603641027471331,0.37002632583204786,0.9940310499086866,0.9937451213978581,1.0063533124292643
144,0.30142584064956274,0.85,1.0394775672350454,11.869392492875768,11.853237682939739,11.839820872177318,11.717647436087063,11.98853190442757,11.766152570995558,0.02618379188294472,0.37134097875061456,0.9906583535311674,0.9913410998711908,1.0037925854017176
145,0.299524080997529,0.85,1.024679786312223,11.909808083581401,11.917465706460924,11.880067685211198,11.758128511261376,12.027844952000866,11.757068382741778,0.02658630160094141,0.3749313899414394,0.9875469106743289,0.988435098778146,1.0007303348968963
146,0.29762997906039973,0.85,1.0097433267324585,11.93938421548784,11.925779178532842,11.944311047084971,11.82235653478256,12.091163121013174,11.753740650025637,0.026390868866484056,0.3731881180514053,0.9846433140360311,0.9874958463430004,0.9996368407008411
147,0.29577401164737854,0.85,0.9947521182400285,11.978095002399291,11.987159001860789,11.952031551239973,11.83067000685448,12.097970526314908,11.75418129586828,0.026753878330895223,0.3764261845753243,0.9809332127817298,0.9819723109017465,0.9939625764888632
148,0.29398604196890077,0.85,0.9797903982198675,12.001180342431324,12.011631813840268,12.013372194964543,11.892049830182426,12.158413647569123,11.763993133611915,0.026736251281437248,0.3762689502209586,0.9781646500230107,0.9810454839713533,0.9928899735748644
149,0.2922948391263989,0.85,0.9649422383576728,12.015891739556864,11.992855954182282,12.037430751997071,11.916522642161905,12.181593690377968,11.784551441052146,0.026293674364379304,0.3723211371750667,0.9744119659771847,0.9773552458750419,0.9890602688978289
150,0.29072761520669094,0.85,0.9502910722310985,12.04135309198548,12.04263319394676,12.017842598186903,11.899899986527327,12.158996195860984,11.810511339575424,0.026535043452586025,0.3744741641373219,0.9703754305619844,0.9705329773611835,0.981932213147192
151,0.28930958742931706,0.85,0.9359192264865488,12.072693709438568,12.073864552216454,12.06746785128969,11.949677226291804,12.207790983895276,11.849521350065531,0.02659613902377285,0.3750191403520348,0.967688581981403,0.9697872626036577,0.9810641591594663
152,0.2880635723920375,0.85,0.9219074582359537,12.113395679903583,12.090166614184295,12.09838373114275,11.983109061556972,12.235704798931687,11.89338170474771,0.026519114381177097,0.3743320758505329,0.966028688426598,0.968084343822969,0.9790724541985163
153,0.2870096189432334,0.85,0.9083345012729451,12.145648961111753,12.149710535768124,12.114254840719921,11.999411123524812,12.250806301364289,11.941819291782135,0.02684546567348621,0.37724314924741525,0.9657391883882603,0.9658076848934015,0.9766942356394241
154,0.2861646855884313,0.85,0.8952766236582974,12.186991238122067,12.189239724861057,12.173744653636817,12.058955045108641,12.309561474798732,11.994847645591515,0.02698560194191525,0.3784931732938215,0.9654599489511116,0.9676932809005071,0.9784893858797905
155,0.28554236762160085,0.85,0.8828071991606158,12.215505485016106,12.247208596157398,12.213062808529063,12.098484234201575,12.348182813769714,12.042332377854084,0.02728924045639436,0.3812016473296215,0.9666395367547443,0.9687074639607518,0.979424821241157
156,0.285152678371786,0.85,0.8709962949603984,12.249448872757764,12.260402875908223,12.270977423487201,12.156453105497915,12.405441146231965,12.091354738307517,0.027196709676209387,0.38037626713675216,0.9675789185326625,0.9719727995964147,0.9826235470087787
157,0.28500188808489185,0.85,0.8599102779342069,12.268844763275846,12.271345863336613,12.283789606084788,12.16964738524874,12.417640128446976,12.124614649967869,0.027089469188368652,0.3794196754560116,0.9697544602042535,0.9724731196032597,0.9830696894905854
158,0.2850924230330812,0.85,0.8496114417312881,12.272804930121092,12.257617873018537,12.294361386309479,12.18059037267713,12.427644162707374,12.14812389063114,0.026777302615957274,0.3766351306242357,0.971598522605289,0.9736192436853668,0.9841742185942146
159,0.2854228264751469,0.85,0.8401576567381448,12.30409326463562,12.272068229955355,12.280115028838129,12.166862382359055,12.412877694479953,12.160411282154454,0.026709837967362253,0.3760333418512684,0.9730385199814665,0.9736180947141413,0.9841440656246592
160,0.2859877820960234,0.85,0.8316020448979444,12.328492825603188,12.32881384274904,12.294280185827906,12.181312739295873,12.426572350289455,12.16615264237635,0.026995877168282813,0.3785848289386142,0.9774500954043779,0.9766705341144469,0.9871799626430693
161,0.28677819954828626,0.85,0.8239926812119982,12.3562338060892,12.325700448349751,12.351058247958603,12.239408773030673,12.481580853294988,12.170229549372046,0.026788128838685143,0.3767317011901091,0.9820952710195685,0.9838928463515497,0.994290356840083
162,0.2877813607192449,0.85,0.8173723236006057,12.354749899237465,12.374722016896898,12.34759632346354,12.236295378631384,12.477752672106332,12.166273963167864,0.027008213908805725,0.37869487341518543,0.9877482716893013,0.9870577976606343,0.997462400749154
163,0.288981124370137,0.85,0.8117781726412112,12.378808325498408,12.386191242900981,12.396646695430091,12.285316947178531,12.526490939170627,12.159037310124894,0.026924093544812927,0.37794451464680784,0.9917470881092998,0.9951102501290919,1.0055331766705171
164,0.2903581858547019,0.85,0.807241662533932,12.420810670256529,12.423939755114965,12.407925492936315,12.296786173182614,12.537512793285385,12.146501483876373,0.027052031235587432,0.3790857266378407,0.9984134245652216,1.0007618712081379,1.0112137416079057
165,0.291890387738166,0.85,0.8037882844690448,12.409030553731045,12.40341296322647,12.435665158755885,12.312793523065771,12.57507011715675,12.131084099753778,0.026871076388044736,0.38208265800648167,1.0070875673787576,1.0082919791586824,1.0195950256476412
166,0.2935530763186624,0.85,0.8014374433889545,12.42335347507471,12.415696080385619,12.409260123744948,12.26846675768939,12.554254073658493,12.11036106019836,0.026898467615196056,0.3809036498382847,1.0118636369944507,1.0118823567121764,1.0237055289468193
167,0.2953194983145227,0.85,0.8002023489495125,12.413204101589354,12.402376067235858,12.411853204541417,12.239327285716543,12.56652768472376,12.086057545697537,0.02688049613744384,0.3840864710712242,1.0191273654564015,1.0181839615329644,1.0308724031689391
168,0.2971612313345938,0.85,0.8000899412933883,12.415957459999072,12.438336900240378,12.391041436125775,12.195727967189823,12.553277410536067,12.057588210211847,0.026887969403131127,0.36340685876646056,1.0246452821210896,1.0228158696325302,1.0362076034998997
169,0.2990486412051515,0.85,0.8011008520525815,12.369221067572507,12.403498231001024,12.416388794727132,12.179346286178545,12.59077277670815,12.0290275511922,0.02692387964027218,0.3711373288042039,1.0313820021315796,1.0314178327050048,1.0459037473881623
170,0.30095135879484847,0.85,0.8032294007992068,12.330958268305936,12.367455771375093,12.375818819803332,12.12723339541664,12.556211160483693,11.998888492525182,0.02695451574462587,0.3763469369391262,1.0340371909777255,1.0345887472274085,1.0496691139062801
171,0.30283876866540616,0.85,0.8064636269644943,12.281369306312666,12.301198408522486,12.33449343325434,12.076751187190872,12.520515280804416,11.967923988318727,0.02709913991119072,0.3973382734869844,1.037303394010633,1.037600778732856,1.0532492863042253
172,0.3046805016854773,0.85,0.8107853570466486,12.237678756711823,12.234875778595065,12.264389636691268,12.010000879485593,12.454769792435371,11.940225665774136,0.027222019796126137,0.41479480973752564,1.039414933786657,1.0379778853814623,1.0540904190934268
173,0.3064469236813376,0.85,0.8161703067299194,12.208048431280828,12.194734617004139,12.195148107715585,11.944960593490016,12.389029578679146,11.916441313000146,0.02722363686501367,0.4150233270246198,1.0417219466652206,1.0381015615132572,1.0546055560509227
174,0.308109612261834,0.85,0.8225882173410619,12.167069484704609,12.172603840581761,12.151839084122994,11.89851451418614,12.349458645094034,11.898873789003153,0.02713739763266226,0.4038065341997283,1.0448380746210073,1.0400273412437042,1.0569408096620767
175,0.30964181414529807,0.85,0.8300030258764232,12.134282705834016,12.158882535196197,12.126825243945143,11.867017923541884,12.327899697316564,11.89079541428481,0.026989622984146363,0.3865934894533564,1.046509296687731,1.0430478245439363,1.06034256302177
176,0.31101887562986297,0.85,0.8383730676442528,12.107229119571315,12.112698782545676,12.111288303260773,11.845411882450042,12.314763760310727,11.895510625532895,0.026982551282520185,0.38584605338464567,1.0483308232620518,1.0463442418081323,1.0639233273275626
177,0.312218639280755,0.85,0.8476513103835652,12.060224923938648,12.049990234259813,12.065419778468058,11.805817445017286,12.26934482074279,11.909326399204344,0.027052532506071862,0.3933649606014391,1.0500285003258025,1.046402484884557,1.0640883735551925
178,0.3132218004517137,0.85,0.8577856185440115,12.000479686322894,11.976698627417637,12.004624270605332,11.757109632569023,12.207545921871676,11.927188177083902,0.02715363730544263,0.4054443558979208,1.049312601257971,1.0444750077181506,1.0621304202071171
179,0.3140122179039766,0.85,0.868719046241744,11.951403576126884,11.954218819176482,11.935080015533249,11.703117627567181,12.135274256796912,11.944861376905216,0.027107631628599457,0.3983126337808987,1.046749233948297,1.0410447073719507,1.0585067734027305
180,0.3145771735248531,0.85,0.8803901572451155,11.90924882727347,11.919568625469456,11.914145227510495,11.685019567279415,12.113764360284433,11.96512923306159,0.027095984289374427,0.3964011536461446,1.0443440990646713,1.041088369620797,1.058531598112327
181,0.3149075769669188,0.85,0.892733370192176,11.85483967957474,11.886026554025985,11.882885772858645,11.661672246099576,12.080171887355434,11.978316374161423,0.027091397791940718,0.39539840935203274,1.0417535254702242,1.03944743502933,1.0567049051086082
182,0.3149981119151081,0.85,0.9056793271001546,11.827498121564785,11.847175787762861,11.853595282290435,11.641566161689068,12.047749850510966,11.987376889265928,0.027095447948821322,0.39722316630302984,1.03729225447843,1.0371833703687001,1.0541717932601333
183,0.314847321628214,0.85,0.9191552830962186,11.805357875674087,11.7895806087267,11.820421217208375,11.62043005014169,12.01007608736864,11.993024818795666,0.02708031577890133,0.4047057013366701,1.034404473649279,1.0337855446542694,1.0503723024052989
184,0.31445763237839913,0.85,0.9330855151795722,11.780414234141498,11.721045169562501,11.771414384313397,11.589548365452663,11.953679955386127,11.991776851900259,0.02696848611559522,0.4140034034063887,1.0311902463789335,1.0282253047322838,1.0441460824944024
185,0.3138353144115687,0.85,0.9473917477180134,11.768721221336511,11.767473712258504,11.714104774711647,11.552703756715625,11.888474503446027,11.985815542057926,0.02720408432491731,0.4078701367004624,1.0269750014084211,1.0211943763949132,1.0363953149063616
186,0.3129903810567666,0.85,0.9619935922880273,11.775144669423122,11.743537384972026,11.759747378332753,11.592944888713237,11.937726538808995,11.98563555301808,0.027136104973110416,0.4098727750809909,1.023193483226936,1.0224132814099112,1.037887105092584
187,0.3119364276079625,0.85,0.9768089993869058,11.770851742015317,11.76535440601621,11.744125011119934,11.592198742581791,11.914977884885163,11.987850411534902,0.027258974933024847,0.4082695225891155,1.0203046007629974,1.0176167781527985,1.0324210101219318
188,0.3106904125706829,0.85,0.991754719478672,11.75948449575431,11.733057623149215,11.76977750784089,11.62320013551169,11.938144732982689,11.99463918157074,0.027020116052170876,0.4103153727585894,1.0158585511208558,1.0157658416045086,1.0302964201163658
189,0.3092723847933091,0.85,1.006746770783129,11.758076128800868,11.775786107587049,11.748479591222713,11.62209649423381,11.906821092776013,12.003957696105056,0.02725622109679734,0.4105398042601496,1.0102455038727443,1.0093000835758248,1.02290304296392
190,0.30770516087360106,0.85,1.0217009111794826,11.790938598027132,11.765019569828993,11.793998379179575,11.670890761325104,11.950918333236459,12.019922253338724,0.026990540330904058,0.40991173328885655,1.005005751882422,1.0080761579467892,1.0214886800877203
191,0.3060139580310992,0.85,1.036533111572843,11.81452019317068,11.82304117936248,11.792889497549195,11.670693356815342,11.940972434674423,12.039180312446856,0.027322705741264997,0.4122488522728154,1.0022754970233174,1.0024413310467806,1.0150289548541587
192,0.30422598835262143,0.85,1.0511600280637114,11.847860592696762,11.820528000866588,11.851761715496245,11.728714966348829,12.000319845127512,12.063927050759236,0.026975492046417724,0.4097906719899061,0.9984122451887094,1.0015594226712792,1.014113657064304
193,0.30237002093960025,0.85,1.0654994702672733,11.87047448541977,11.84463124467148,11.849270373352246,11.726201787852936,11.998383322397201,12.09213648030191,0.026923580756506863,0.409423153913249,0.9951216265286623,0.9952400363637509,1.0077642823429422
194,0.300475919002471,0.85,1.0794708631509522,11.91289660253865,11.959612106745528,11.87369446562982,11.750305031657827,12.023332379114382,12.123012532623978,0.027890596467810384,0.41626936703809536,0.9907754805560803,0.9910442379207428,1.0035338461351555
195,0.29857415935043724,0.85,1.0929956997951091,11.94290203026902,11.904279746358528,11.990096408749565,11.862640872992312,12.142870776210485,12.158104882909663,0.02691985347573742,0.4093967657602692,0.9880230801476825,0.9944258210480827,1.0070965094744546
196,0.29669534200820186,0.85,1.1059979825327688,11.983692728834082,12.011715777442738,11.934053049992771,11.804234761969019,12.090355664658011,12.190607233941689,0.02780205393854181,0.4156425095642199,0.9842787229003097,0.9835494308921193,0.9964311691462525
197,0.29486969785011496,0.85,1.1184046499895572,12.032752125944556,12.035715651984164,12.042809723846863,11.909122954549023,12.202074622802222,12.22530686464432,0.027721200165207346,0.4150700864301122,0.9815632927999793,0.9864054623714308,0.9994505714361795
198,0.2931266021740888,0.85,1.1301459876242594,12.07075399565785,12.072461357327352,12.067044655123002,11.933122829090449,12.226681143489241,12.25847309554613,0.027783088366648546,0.4155082383774148,0.9797554848558809,0.9825477216775569,0.9955459720713901
199,0.29149410204205844,0.85,1.1411560194631263,12.111353034261342,12.128298491599542,12.104166195856228,11.969868534433637,12.2641289338155,12.290911015355507,0.028059241709066266,0.41746333033221034,0.977375999148576,0.9800814045080415,0.9930336808029381
200,0.2899984649922556,0.85,1.151372878826722,12.134548544100753,12.1239914020087,12.160605141503805,12.028253507210033,12.318298799494306,12.320353952779596,0.027639985248213986,0.4144951064952942,0.9756316080319685,0.9795991178925096,0.9923021508803593
201,0.2886637563846861,0.85,1.1607391559661624,12.162949206786951,12.15880381495616,12.156074215156629,12.027020168255484,12.310923577465713,12.336213239736637,0.0276712331360943,0.41471633320095086,0.9730012124367908,0.9747272349550382,0.9871437345655697
202,0.2875114521804784,0.85,1.1692022206553263,12.19798763655618,12.218123500616668,12.191157082187154,12.061832581202944,12.346185125147734,12.345317932539666,0.027979574397118078,0.41689930702803285,0.9713853303446429,0.9736381323499868,0.9860193372834017
203,0.28656009338562993,0.85,1.1767145179263598,12.21525680246434,12.231789911143236,12.251047472015157,12.121152266863453,12.40620229222758,12.345248294231169,0.027759840307324906,0.4153436483226636,0.9709601322911938,0.9751836965701247,0.9875340242838198
204,0.28582498771927994,0.85,1.183233835286703,12.246023216340653,12.194433048744214,12.264636293457018,12.13481867739002,12.419865196850251,12.336788531657028,0.02696121280940693,0.4096895788032148,0.9698404515422835,0.9737609772107741,0.9860855048235654
205,0.28531796330677833,0.85,1.1887235399161082,12.274522962016889,12.269611006376289,12.226482477075443,12.094388064354705,12.384806062012737,12.31399622969936,0.02744992058720752,0.4131494994265135,0.9705584451927328,0.9690097441014388,0.9815576782119211
206,0.28504717836072085,0.85,1.1931527845108199,12.314509761463661,12.325121830845225,12.302362955559516,12.16956602198678,12.460654184997301,12.298045863894298,0.027706572398094192,0.4149665257433242,0.9718939266796643,0.9740982910143606,0.9866317544339412
207,0.2850169899122549,0.85,1.1964966806182435,12.347935281733651,12.33327528796173,12.358272652750854,12.225076846455716,12.516478419697828,12.285253875215865,0.02742627821934766,0.4129821177725728,0.9749568067937368,0.978421575556107,0.9909469454122144
208,0.2852278837048169,0.85,1.1987364384881252,12.392933107831245,12.380744761347996,12.366152167035375,12.23323030357222,12.524219845173509,12.272747774702498,0.027588834247079693,0.41413297106024255,0.9783265134813697,0.9797698367153431,0.9922935337479748
209,0.2856764663783389,0.85,1.199859472654394,12.412267804767094,12.400720939883827,12.413847485458847,12.280699776958487,12.571725216672892,12.261856802499985,0.027443688566021102,0.4131053783799348,0.9834359273078765,0.9850955788348641,0.9976238989384912
210,0.28635552006968223,0.85,1.199859472654394,12.43940061785278,12.437346592017722,12.433649509574344,12.300675955494318,12.591286476649056,12.252469346207366,0.027484233546891154,0.41339242602242343,0.9873115006884039,0.989012269910642,1.0015512187131104
211,0.2872541185507573,0.85,1.1987364384881254,12.467589796991827,12.461031118423461,12.470292944254298,12.337301607628213,12.62763962794679,12.244351039169025,0.02738357523070433,0.41267979201105437,0.9925747388280682,0.9950397243809711,1.0075948585284633
212,0.28835780303562364,0.85,1.1964966806182438,12.50999119045658,12.524328203954921,12.49379547529046,12.364059884670246,12.64773014463522,12.235604735150426,0.027712165602376465,0.41500612413673155,0.9986463341694223,1.000745393008659,1.0130754660817896
213,0.28964881482776833,0.85,1.19315278451082,12.53992196741796,12.534351964844545,12.545915301506412,12.415138868458243,12.705842268461756,12.226834888952553,0.02760900409018617,0.41492988174683754,1.0065289227282141,1.0094193050030267,1.022286709569031
214,0.2911063810641804,0.85,1.1887235399161087,12.544009590446345,12.539837659351154,12.546910478402939,12.399625265153531,12.715300103947449,12.213557801438279,0.02755609068350936,0.4152605662802049,1.0140142507672942,1.0145793619178123,1.0281958326125384
215,0.292707048958493,0.85,1.183233835286703,12.54525738717759,12.560403434644405,12.543167555176103,12.378896657412712,12.720275613475403,12.195190512336033,0.02765909676667324,0.41351973739869663,1.0199222303684956,1.0198537665743088,1.0342539824330748
216,0.2944250631650951,0.85,1.17671451792636,12.535514736521089,12.5138297196165,12.552385012064407,12.366261795643702,12.740501766250896,12.172114070422285,0.027503276335110138,0.4200173185953662,1.026010610733927,1.02659354168046,1.041978621467618
217,0.29623278019228383,0.85,1.1692022206553268,12.510564343268536,12.542319681034034,12.501041999327516,12.308647686736,12.69327000144791,12.142988800699193,0.02764016904581483,0.41226553984985914,1.0315084393169407,1.028671785211471,1.044489628405619
218,0.29810111319639376,0.85,1.160739155966163,12.477519584020042,12.454771241447775,12.51714749239206,12.300008447243743,12.721388625312052,12.111203744799282,0.027574556999637248,0.42843084501185574,1.0359480992898504,1.0364932226459782,1.0534055862804066
219,0.3,0.85,1.1513728788267226,12.446090522998103,12.47778969441033,12.42806843034465,12.210465889211855,12.638295704286957,12.075676067252797,0.0276292432231324,0.41618865684096573,1.0397932986683367,1.0356723691953873,1.0531913086905798
220,0.3,0.85,1.1411560194631265,12.422992774662465,12.428260449361245,12.449663776276891,12.225769086190608,12.663166881554234,12.08052247308508,0.027618229566431486,0.4216440995002477,1.037174210249842,1.0374719813564075,1.0552639067961862
221,0.29828282828282826,0.85,1.13014598762426,12.391380633085165,12.36440175709936,12.414299532795289,12.221486456164495,12.610504350394905,12.121920638756471,0.027474834143532377,0.4300521348122116,1.0293237279342944,1.0286034377201034,1.044860251030195
222,0.29656565656565653,0.85,1.118404649989558,12.39122718268938,12.38299017431868,12.36637777598158,12.202963740032263,12.548134811137881,12.162578689297117,0.027567116694146115,0.42879453945838414,1.0207938703349617,1.018734151242478,1.0337071774831879
223,0.29484848484848486,0.85,1.1059979825327695,12.404386541592702,12.384541981518964,12.391565422861083,12.240211455448094,12.565932901038334,12.204935008593944,0.027521257361154332,0.4290747371636486,1.014870711174812,1.0148984138420736,1.0291795212719108
224,0.29313131313131313,0.85,1.0929956997951098,12.432459080725339,12.456893609011251,12.401622897169196,12.266395827410603,12.566461590425437,12.24852747662306,0.027956301215725884,0.42949477961058835,1.0100316987570712,1.009806668001824,1.0232287187265605
225,0.2914141414141414,0.85,1.079470863150953,12.434463758133342,12.438876233599663,12.474137405329127,12.338826445374288,12.63821609919731,12.294139691196353,0.027683541039952284,0.42924681292639416,1.0063873301877835,1.0097611227377814,1.023043025987212
226,0.2896969696969697,0.85,1.065499470267274,12.46001194249836,12.485978858022216,12.466868628583162,12.33947919989537,12.618808461582283,12.338383242972517,0.02786470273863062,0.4305514396216733,1.0006184640383395,1.0032261286974329,1.0154529368074632
227,0.28797979797979795,0.85,1.0511600280637121,12.49215437592269,12.509312910652046,12.515269119734942,12.386581824317924,12.664895073123809,12.382504905782127,0.02780780918737337,0.4301039913227747,0.9967310338962632,1.0011512979900201,1.0131205346093146
228,0.2862626262626263,0.85,1.0365331115728436,12.520262059562848,12.525917464954734,12.538136625635058,12.412296182471763,12.68455771858806,12.425460607685697,0.027693261817691613,0.42920311548404105,0.9933435887027189,0.9969999774705319,1.0086430015285792
229,0.28454545454545455,0.85,1.0217009111794835,12.574463605811195,12.61183810311937,12.554211695787401,12.428900736774452,12.699810276086797,12.462832492391145,0.028223390804726398,0.4333723984379738,0.9896065718795888,0.9922899648438022,1.0037981354583756
230,0.2828282828282828,0.85,1.00674677078313,12.582295305408213,12.589157692008618,12.640251910672578,12.512219063357763,12.78763579433288,12.500851729902326,0.02776213690024867,0.42974479442384406,0.9878927636439772,0.9930613173367906,1.004640298095737
231,0.2811111111111111,0.85,0.9917547194786722,12.612959907705969,12.593631778807346,12.616690922302253,12.488890701561791,12.76391469232196,12.52672467024852,0.027557850358440127,0.4281381507252146,0.9825063926753943,0.9851922232538486,0.9966884003572394
232,0.27939393939393936,0.85,0.9768089993869064,12.631094482316664,12.6344233683887,12.620550535041229,12.49336478836052,12.766978589521534,12.546090011322754,0.02767847600027907,0.4290868300931159,0.9788845988977191,0.9794737031404049,0.9908379006345835
233,0.2776767676767677,0.85,0.9619935922880278,12.669502336518304,12.678918371902459,12.661049884945268,12.534156377941875,12.806697930766623,12.558774828072476,0.02783099393103864,0.43028633139268024,0.9742670800193185,0.9765776131794204,0.9878118016744514
234,0.27595959595959596,0.85,0.9473917477180143,12.691004491596862,12.67190351240503,12.705285225883514,12.578651381455632,12.85017226859794,12.571447368402024,0.027551215705285854,0.4280859714500233,0.971186318276319,0.973929271523955,0.9850356520148588
235,0.27424242424242423,0.85,0.9330855151795732,12.692011392594502,12.719731587011319,12.697611152705221,12.571636521958204,12.841759424086865,12.588162654624655,0.02773331941341578,0.4295181547577137,0.9667810660686161,0.9672843512793118,0.9782653433332166
236,0.2725252525252525,0.85,0.9191552830962195,12.711066790049058,12.695597029676932,12.745222814067954,12.619464596564493,12.88865768624766,12.606170258354066,0.027331865616310794,0.42636085811105523,0.9608037805056105,0.9648319627484663,0.9756901918489389
237,0.2708080808080808,0.85,0.9056793271001552,12.740477337451901,12.738931219363717,12.720350935336704,12.595330039230106,12.863100821163714,12.625317465347159,0.027479641440056057,0.42752306436276516,0.9561832228990325,0.9568816177788355,0.9676199018389425
238,0.2690909090909091,0.85,0.8927333701921766,12.765273973473525,12.777103023959656,12.763463212278172,12.638664228916891,12.9055594516026,12.65241969365892,0.027586359900559,0.4283623685116169,0.9523185080519604,0.9540366441500856,0.9646579792106995
239,0.2673737373737374,0.85,0.8803901572451159,12.784090286240488,12.765051857179074,12.801389783690329,12.67683603351283,12.942866515327985,12.68575422204468,0.027306483197702902,0.4261612340802634,0.9480830585798097,0.9507653972342396,0.9612729423701789
240,0.26565656565656565,0.85,0.8687190462417448,12.806703946349364,12.807884494214331,12.788773519218799,12.664784866732248,12.929667538444056,12.715141268667757,0.027451493325908266,0.42730168908359367,0.9433826445794748,0.9437282366875824,0.9541252981511747
241,0.2639393939393939,0.85,0.8577856185440121,12.817660737436038,12.797768368400796,12.831431990396853,12.707617503767505,12.971782591908074,12.749107468061553,0.027199634862982575,0.425320908515164,0.9389426883224153,0.9407556619221934,0.9510456765616104
